Release_Date,Production_Budget,Worldwide_Gross
2011-04-11,20000000,36265745
2011-04-11,15000000,1148578
2011-04-15,90000000,487519809
2011-04-15,40000000,95989590
2011-04-15,25000000,15907411
2011-04-22,38000000,116809717
2011-04-22,25000000,53345287
2011-04-22,5200000,11633427
2011-04-22,4000000,679482
2011-04-22,1800000,783733
2011-04-29,125000000,629969804
2011-04-29,30000000,23353111
2011-04-29,20000000,6093725
2011-04-29,8000000,10763183
2011-05-08,93000000,482860185
2011-05-08,52000000,75835124
2011-05-13,60000000,84154026
2011-05-13,32500000,289527030
2011-05-13,7000000,382946
2011-05-13,5000000,2821010
2011-05-13,2450000,182358
2011-05-20,250000000,1045663875
2011-05-20,30000000,162838373
2011-05-24,1300000,13465
2011-05-26,150000000,664837547
2011-05-26,80000000,586464305
2011-05-27,35000000,61721826
2011-05-27,7250000,35122948
2011-06-05,150000000,449326618
2011-06-05,36000000,4020990
2011-06-05,35000000,65084116
2011-06-05,21000000,5046038
2011-06-05,7000000,38158601
2011-06-05,3000000,834953
2011-06-17,200000000,219535492
2011-06-17,55000000,189624452
2011-06-17,4000000,1989035
2011-06-21,10000000,1230542
2011-06-24,200000000,560155383
2011-06-24,19000000,215448997
2011-06-24,10000000,1884251
2011-06-24,4600000,9261711
2011-06-29,195000000,1123790543
2011-07-01,40000000,91126600
2011-07-10,110000000,263880341
2011-07-10,30000000,8593154
2011-07-10,23000000,77735925
2011-07-10,4500000,1217307
2011-07-15,125000000,1341511219
2011-07-15,30000000,50145607
2011-07-15,6000000,11348205
2011-07-15,5500000,28468
2011-07-22,140000000,370569776
2011-07-22,35000000,146595891
2011-07-22,14500000,25480031
2011-07-22,175000,2102779
2011-07-29,163000000,175910315
2011-07-29,110000000,563749323
2011-07-29,50000000,147142328
2011-07-29,19100000,2406666
2011-07-29,13000000,6459183
2011-07-29,6000000,21197454
2011-07-29,1000000,1239174
2011-07-29,560000,3709
2011-08-04,50000000,26121638
2011-08-04,40000000,47787943
2011-08-04,30000000,65343694
2011-08-04,18000000,47158652
2011-08-04,2000000,1869928
2011-08-07,80000000,170805525
2011-08-07,35000000,212417601
2011-08-07,25000000,5297411
2011-08-07,500000,1131261
2011-08-19,90000000,63356133
2011-08-19,30000000,40520649
2011-08-19,27000000,80681183
2011-08-19,15000000,59168692
2011-08-19,12000000,87793
2011-08-19,4500000,2404639
2011-08-19,2900000,25935
2011-08-19,1500000,184705
2011-08-23,1800000,842693
2011-08-26,40000000,72295262
2011-08-26,25000000,39126427
2011-08-26,11000000,229653
2011-08-26,5000000,25861249
2011-08-26,2300000,29384
2011-08-26,900000,958978
2011-08-31,20000000,46604054
2011-09-09,60000000,137551594
2011-09-09,25000000,24215385
2011-09-09,10000000,2529395
2011-09-09,3000000,331000
2011-09-09,3000000,5073
2011-09-09,2000000,2151887
2011-09-09,750000,7712436
2011-09-11,35000000,84606030
2011-09-12,26000000,146850273
2011-09-12,25000000,38749404
2011-09-12,21000000,81452811
2011-09-12,12000000,22750356
2011-09-16,25000000,11253821
2011-09-16,24000000,24474463
2011-09-16,15000000,78054825
2011-09-16,8000000,2772511
2011-09-16,7200000,295492
2011-09-23,70000000,65409046
2011-09-23,50000000,111300835
2011-09-23,37000000,96068724
2011-09-23,35000000,86648359
2011-09-23,30000000,3721988
2011-09-23,4000000,1983596
2011-09-23,190000,1577585
2011-09-30,50000000,41642166
2011-09-30,20000000,30163785
2011-09-30,14000000,623292
2011-09-30,8000000,41334735
2011-09-30,5000000,5476793
2011-09-30,4750000,4972016
2011-09-30,2000000,35185884
2011-10-06,50000000,257972745
2011-10-06,3500000,5706638
2011-10-08,25000000,213120004
2011-10-14,41000000,7684524
2011-10-14,38000000,27501814
2011-10-14,35000000,786532
2011-10-14,24000000,62989834
2011-10-14,8000000,3505823
2011-10-21,90000000,139877913
2011-10-21,45000000,164539660
2011-10-21,7000000,1891936
2011-10-21,5500000,13480196
2011-10-21,5000000,202053386
2011-10-21,4200000,313230
2011-10-21,3400000,20433227
2011-10-21,1000000,5438911
2011-10-28,130000000,554987477
2011-10-28,45000000,21544732
2011-10-28,35000000,165103952
2011-10-28,27500000,15815509
2011-10-28,250000,3731489
2011-11-02,80000000,214974953
2011-11-02,36000000,193737977
2011-11-02,25000000,36054706
2011-11-02,13000000,99034125
2011-11-02,10000000,7862131
2011-11-02,1500000,372239
2011-11-02,1200000,7826
2011-11-02,40000,3632
2011-11-03,150000000,39549758
2011-11-03,70000000,213463976
2011-11-03,42000000,91678442
2011-11-03,12000000,1188194
2011-11-03,300000,39475
2011-11-11,79000000,150519217
2011-11-11,75000000,211562435
2011-11-11,9400000,21817298
2011-11-16,20000000,175507800
2011-11-18,135000000,157956466
2011-11-18,127500000,689420051
2011-11-18,4000000,978527
2011-11-23,180000000,180047784
2011-11-23,85000000,149717124
2011-11-23,45000000,160971922
2011-11-23,20000000,14807531
2011-11-23,10000000,34240572
2011-11-25,16000000,128256712
2011-12-08,40000000,155011165
2011-12-08,28000000,40966716
2011-12-08,9000000,17462398
2011-12-16,145000000,694713230
2011-12-16,125000000,535663443
2011-12-16,80000000,349088523
2011-12-16,25000000,38112154
2011-12-20,90000000,239373970
2011-12-21,130000000,373993951
2011-12-21,7500000,8539003
2011-12-23,50000000,118729073
2011-12-23,13000000,509193
2011-12-25,70000000,156815529
2011-12-25,40000000,55247881
2011-12-25,34800000,62831715
2011-12-30,800000,24426169
2011-12-31,12000000,1828400
2011-12-31,9100000,20927794
2011-12-31,6500000,3149
2011-12-31,2600000,7033931
2011-12-31,70000,8555
2012-01-06,170000000,401021746
2012-01-06,12000000,10026255
2012-01-06,4000000,12302
2012-01-06,1200000,26608
2012-01-06,1000000,96734
2012-01-10,135000000,573068425
2012-01-13,27500000,31157914
2012-01-13,25000000,98406855
2012-01-13,14000000,115592104
2012-01-13,7000000,10765283
2012-01-13,3000000,156362
2012-01-13,9000,4584
2012-01-20,100000000,98227017
2012-01-20,70000000,160379930
2012-01-20,58000000,50365498
2012-01-20,23000000,36374700
2012-01-20,10000000,1049641
2012-01-27,42000000,36197221
2012-01-27,42000000,45688337
2012-01-27,25000000,81249176
2012-02-03,67500000,350976753
2012-02-03,12000000,103028188
2012-02-03,3000000,223652
2012-02-11,165000000,496511521
2012-02-11,31000000,160558438
2012-02-11,16000000,94812
2012-02-11,15000000,22018988
2012-02-17,65000000,156974557
2012-02-17,57000000,149217355
2012-02-17,23000000,151496097
2012-02-24,32500000,24159934
2012-02-24,14000000,35579177
2012-02-24,12000000,82497035
2012-03-02,40000000,25268680
2012-03-02,15000000,128955898
2012-03-02,12000000,123681790
2012-03-02,800000,462206
2012-03-02,750000,1011535
2012-03-07,220000000,757890267
2012-03-08,125000000,211856088
2012-03-08,22000000,77229695
2012-03-08,840000,3787689
2012-03-16,42000000,202812429
2012-03-16,10000000,4708127
2012-03-16,6000000,8446952
2012-03-20,4000000,442550
2012-03-23,80000000,677923379
2012-03-23,1100000,9297407
2012-03-23,1000000,5391992
2012-03-30,150000000,305270083
2012-03-30,85000000,173613482
2012-04-05,225000000,1519479547
2012-04-05,12500000,1100287
2012-04-05,11000000,10431506
2012-04-05,10000000,134639780
2012-04-13,30000000,54052249
2012-04-13,30000000,70768144
2012-04-13,20000000,33943049
2012-04-13,1200000,595018
2012-04-13,930000,30905
2012-04-20,25000000,96633833
2012-04-20,12000000,113373764
2012-04-20,12000000,1200346
2012-04-27,55000000,136143605
2012-04-27,33000000,41495213
2012-04-27,30000000,61623819
2012-04-27,26000000,30601801
2012-04-27,6000000,10106975
2012-04-27,5250000,20188740
2012-04-27,900000,7396
2012-04-27,135000,429448
2012-05-07,12000000,32700439
2012-05-10,45000000,377807404
2012-05-10,39000000,81150788
2012-05-10,12500000,3522153
2012-05-10,8000000,2721534
2012-05-10,5800000,15091
2012-05-16,65000000,180148897
2012-05-18,209000000,305218228
2012-05-18,37500000,120925697
2012-05-18,8900000,22744132
2012-05-18,1100000,56491
2012-05-25,215000000,654213485
2012-05-25,16000000,68582095
2012-05-25,10800000,484873045
2012-05-25,1000000,42411721
2012-06-01,1000000,101759490
2012-06-04,50000000,236799211
2012-06-04,3000000,1324299
2012-06-07,45000000,80594860
2012-06-15,70000000,61031932
2012-06-15,57500000,58085235
2012-06-15,120000,3090593
2012-06-22,185000000,554606532
2012-06-22,67500000,137489730
2012-06-22,21500000,74326015
2012-06-22,10000000,11766959
2012-06-27,1800000,23265132
2012-06-29,50000000,556016627
2012-06-29,20000000,66950887
2012-06-29,16000000,12519804
2012-06-29,7000000,170549753
2012-07-09,20000000,25361206
2012-07-09,6000000,16369708
2012-07-09,5700000,86051320
2012-07-09,3000000,12577401
2012-07-12,6000000,1673635
2012-07-12,5600000,14683763
2012-07-13,95000000,879765137
2012-07-13,17700000,14518884
2012-07-13,2500000,33349941
2012-07-20,275000000,1084439099
2012-07-20,225000,1109276
2012-07-27,55000000,67130045
2012-07-27,33000000,165552290
2012-07-27,10000000,4659110
2012-08-06,145000000,746921271
2012-08-06,125000000,402448265
2012-08-06,750000,4422318
2012-08-08,30000000,133085295
2012-08-11,200000000,1110526981
2012-08-15,40000000,55249159
2012-08-17,100000000,311979256
2012-08-17,60000000,108119662
2012-08-17,10000000,24660323
2012-08-17,4900000,6924321
2012-08-17,2500000,4934356
2012-08-17,270000,830700
2012-08-22,22000000,17216955
2012-08-24,35000000,31393201
2012-08-24,25000000,48530887
2012-08-24,17000000,10637281
2012-08-24,4000000,5966671
2012-08-29,26000000,54393637
2012-08-29,20000000,1065907
2012-08-31,14000000,82925064
2012-08-31,850000,1386088
2012-09-03,275000000,282778100
2012-09-03,40000000,20790486
2012-09-03,2000000,16610760
2012-09-11,65000000,273346281
2012-09-11,24200000,10447579
2012-09-11,300000,17241
2012-09-14,65000000,238940997
2012-09-14,37500000,58792011
2012-09-14,35000000,17967746
2012-09-14,12000000,35830713
2012-09-14,4600000,36751984
2012-09-21,60000000,47818913
2012-09-21,45000000,41467606
2012-09-21,15000000,57586606
2012-09-21,13000000,33069303
2012-09-21,6900000,44103982
2012-09-28,85000000,378505812
2012-09-28,30000000,170466405
2012-09-28,19000000,5714913
2012-09-28,17000000,116044347
2012-09-28,500000,314444
2012-10-02,85000000,208542162
2012-10-02,79000000,318146162
2012-10-02,30000000,197618160
2012-10-08,125000000,280355920
2012-10-08,95000000,104907746
2012-10-17,4000000,4230426
2012-10-19,35000000,35426759
2012-10-19,5000000,140619520
2012-10-19,2000000,17061
2012-10-19,1000000,11495204
2012-10-26,102000000,130673154
2012-10-26,20000000,55975672
2012-10-26,20000000,8300821
2012-10-26,14000000,11166615
2012-10-26,5000000,9109597
2012-10-26,2000000,2436
2012-11-05,150000000,238202668
2012-11-07,4300000,10212403
2012-11-13,9200000,5806666
2012-11-16,136200000,829724737
2012-11-16,49000000,71004627
2012-11-16,21000000,236412453
2012-11-16,11000000,25307405
2012-11-21,145000000,306900902
2012-11-21,120000000,607987022
2012-11-21,65000000,48164150
2012-11-23,19500000,29393634
2012-11-30,15000000,39238443
2012-11-30,10000000,8890094
2012-12-10,44500000,227140757
2012-12-10,42000000,73239258
2012-12-10,13500000,33035736
2012-12-10,10000000,3336053
2012-12-10,3000000,87727807
2012-12-10,200000,236806
2012-12-14,250000000,1017003568
2012-12-19,52500000,134612435
2012-12-19,40000000,41294674
2012-12-19,9700000,36787044
2012-12-21,60000000,217370736
2012-12-21,40000000,169590606
2012-12-21,35000000,90221182
2012-12-21,25000000,28012862
2012-12-25,100000000,449948323
2012-12-25,65000000,442169052
2012-12-25,25000000,120832383
2012-12-31,77600000,60680125
2012-12-31,45000000,73706
2012-12-31,20000000,34454631
2013-01-02,55000000,22597969
2013-01-02,30000000,115121608
2013-01-02,1500000,2592308
2013-01-03,195000000,197687603
2013-01-03,18000000,1199510
2013-01-03,13000000,42195766
2013-01-03,12500000,9376444
2013-01-03,12000000,12079308
2013-01-03,4500000,7838405
2013-01-03,4000000,25448707
2013-01-03,2500000,549632
2013-01-04,2000000,63555
2013-01-11,110000000,127983283
2013-01-11,55000000,110387072
2013-01-11,12000000,89309178
2013-01-11,5000000,60611845
2013-01-18,35000000,34480045
2013-01-18,30000000,48330757
2013-01-18,15000000,148095566
2013-01-25,50000000,214949716
2013-01-25,35000000,48543388
2013-01-25,10000000,31164747
2013-01-25,60000,4917
2013-01-28,28000000,112914167
2013-02-07,275000000,260002115
2013-02-08,61000000,132493015
2013-02-08,2500000,6916951
2013-02-08,250000,62375
2013-02-14,92000000,304249198
2013-02-14,50000000,60282876
2013-02-14,28000000,94050951
2013-02-15,40000000,74156610
2013-02-22,15000000,57907734
2013-02-22,4000000,4327
2013-02-22,3500000,27704111
2013-02-26,5400000,4728896
2013-03-05,200000000,1215392272
2013-03-05,10000000,3623609
2013-03-05,10000000,173472
2013-03-07,76000000,975216835
2013-03-07,2500000,32327255
2013-03-15,50000000,26387039
2013-03-15,32000000,27392609
2013-03-15,12800000,69821476
2013-03-15,5000000,31149251
2013-03-22,70000000,150562164
2013-03-22,25000000,9313302
2013-03-22,13000000,18733666
2013-03-27,140000000,375740705
2013-03-29,50000000,64477051
2013-03-29,15000000,47011449
2013-04-01,20000000,47666013
2013-04-01,15000000,9300336
2013-04-10,110000000,695941797
2013-04-10,30000000,60512680
2013-04-10,1700000,2507159
2013-04-12,22000000,15434375
2013-04-16,40000000,27000381
2013-04-17,500000,152449
2013-04-19,120000000,287916633
2013-04-19,1500000,1541131
2013-04-19,1250000,2940411
2013-04-19,1200000,2859955
2013-04-26,32500000,48425971
2013-04-26,26000000,81275291
2013-04-26,15000000,528731
2013-04-26,10000000,31556959
2013-05-04,17000000,97778356
2013-05-04,16000000,22594052
2013-05-04,1400000,1632
2013-05-04,900000,413733
2013-05-07,5000000,26853810
2013-05-16,190000000,467381584
2013-05-17,3450000,18309793
2013-05-17,3000000,11267511
2013-05-21,3000000,47469
2013-05-23,103000000,362000072
2013-05-24,160000000,789300444
2013-05-24,100000000,262794441
2013-05-24,3000000,23283672
2013-05-31,130000000,251499665
2013-05-31,75000000,342769200
2013-05-31,8300000,50827466
2013-05-31,6500000,3027956
2013-06-09,38000000,94763758
2013-06-09,15000000,61847
2013-06-12,15000000,20898221
2013-06-12,11000000,32943247
2013-06-12,10600000,261364
2013-06-14,225000000,667999518
2013-06-14,1000000,5892466
2013-06-21,200000000,743588329
2013-06-21,190000000,531514650
2013-06-28,150000000,205440387
2013-06-28,43000000,229727774
2013-06-28,23000000,13593473
2013-06-28,500000,1778
2013-07-06,58000000,93672764
2013-07-06,3000000,91266581
2013-07-08,90000000,200859554
2013-07-08,37000000,267816276
2013-07-17,135000000,286896578
2013-07-19,130000000,79076678
2013-07-19,84000000,137162560
2013-07-19,20000000,318000141
2013-07-19,5300000,440821
2013-07-19,4800000,4494560
2013-07-19,1000000,501289
2013-07-23,7000000,1268346
2013-07-26,115000000,416456852
2013-07-26,18000000,102912961
2013-07-26,1900000,285593
2013-07-26,1500000,4128828
2013-07-31,110000000,348547523
2013-08-01,500000,2141436
2013-08-02,35000000,175361578
2013-08-02,30000000,66742138
2013-08-02,1900000,10137234
2013-08-03,200000000,490359051
2013-08-03,30000000,19599974
2013-08-11,150000000,644602516
2013-08-11,19000000,76086711
2013-08-16,40000000,16173593
2013-08-16,30000000,177025498
2013-08-16,28000000,63129909
2013-08-16,18000000,43402515
2013-08-16,5000000,1075009
2013-08-16,2500000,35017
2013-08-21,60000000,75965567
2013-08-23,38600000,57987299
2013-08-23,20000000,47508505
2013-08-23,19200000,5617460
2013-08-23,500000,407100
2013-08-23,175000,2602
2013-08-30,18000000,11813989
2013-08-30,10000000,68541786
2013-08-30,5000000,100486616
2013-09-08,120000000,286192091
2013-09-08,50000000,238059569
2013-09-13,30000000,51078541
2013-09-13,5000000,161921515
2013-09-13,2000000,28864
2013-09-18,8000000,25621449
2013-09-20,46000000,113402302
2013-09-20,38000000,98230839
2013-09-20,20000000,16723377
2013-09-20,8000000,21970000
2013-09-27,78000000,274392649
2013-09-27,18000000,9082906
2013-09-27,8500000,22885836
2013-09-27,5500000,41268579
2013-10-05,190000000,351040419
2013-10-05,15000000,9307166
2013-10-18,70000000,103735965
2013-10-18,30000000,82409520
2013-10-18,26000000,6154172
2013-10-18,20000000,181025343
2013-10-18,8500000,10386814
2013-10-25,25000000,71009334
2013-10-25,15000000,160903019
2013-11-01,60000000,104100903
2013-11-01,11000000,56178935
2013-11-01,2500000,59922558
2013-11-10,55000000,220648184
2013-11-10,20000000,18273009
2013-11-10,5250000,22937201
2013-11-10,750000,1960521
2013-11-10,650000,171962
2013-11-15,17000000,72835710
2013-11-15,12000000,24761360
2013-11-15,12000000,29549145
2013-11-15,7000000,1933829
2013-11-22,150000000,1274234980
2013-11-22,130000000,864868047
2013-11-22,22000000,70536870
2013-11-22,12000000,98963392
2013-11-27,22000000,51695362
2013-11-27,17500000,7285135
2013-11-29,35000000,29890402
2013-12-04,40000000,97470701
2013-12-04,20000000,78613981
2013-12-04,3100000,123407
2013-12-06,32000000,126539117
2013-12-07,190000000,411002906
2013-12-07,80000000,247023808
2013-12-07,900000,17549645
2013-12-13,250000000,960366855
2013-12-13,40000000,257878294
2013-12-13,35000000,114962525
2013-12-13,25000000,52543354
2013-12-18,50000000,172185754
2013-12-20,80000000,130580730
2013-12-25,175000000,151716815
2013-12-25,100000000,391976723
2013-12-25,91000000,188536838
2013-12-25,40000000,69807260
2013-12-25,25000000,50738810
2013-12-31,30000000,143490
2013-12-31,22000000,30051905
2013-12-31,16000000,1844228
2013-12-31,4000000,4454853
2013-12-31,1000000,552614
2013-12-31,150000,32927
2014-01-08,170000000,771100771
2014-01-08,30000000,33339868
2014-01-10,16000000,1705908
2014-01-17,60000000,131377412
2014-01-17,30000000,122529966
2014-01-17,25000000,153733800
2014-01-17,7000000,36146087
2014-01-24,65000000,74575290
2014-01-28,7000000,15206330
2014-01-31,18000000,14189810
2014-01-31,8000000,53068955
2014-02-04,7000000,1857458
2014-02-05,200000000,708996336
2014-02-05,2600000,15298355
2014-02-05,600000,42557
2014-02-07,30000000,87956618
2014-02-07,20000000,93931360
2014-02-07,13000000,42174545
2014-02-14,60000000,22468620
2014-02-14,20000000,34718173
2014-02-14,13000000,50445860
2014-02-21,80000000,108469033
2014-02-21,28000000,38959900
2014-02-28,50000000,222383055
2014-02-28,22000000,70949793
2014-02-28,1700000,12231500
2014-03-01,5000000,86362372
2014-03-10,61000000,368567189
2014-03-10,16000000,20769209
2014-03-10,6500000,256873813
2014-03-10,1400000,1945420
2014-03-12,15000000,52501541
2014-03-14,66000000,194169619
2014-03-14,10000000,7843145
2014-03-14,6000000,3485383
2014-03-14,200000,3648
2014-03-21,85000000,276014965
2014-03-21,55000000,79312301
2014-03-21,26000000,2923959
2014-03-21,10000000,1069454
2014-03-21,1150000,63777092
2014-03-21,100000,59424
2014-03-28,130000000,352831065
2014-03-28,35000000,18376443
2014-03-28,300000,3496
2014-04-04,170000000,714401889
2014-04-04,13300000,7229933
2014-04-09,4500000,11774
2014-04-16,12000000,100919111
2014-04-18,100000000,103039258
2014-04-18,4000000,21206861
2014-04-25,40000000,195111193
2014-04-25,28000000,73421224
2014-04-25,420000,435168
2014-05-09,34000000,10392666
2014-05-09,2300000,59696
2014-05-11,165000000,668913307
2014-05-16,160000000,529076069
2014-05-16,25000000,39217912
2014-05-16,16000000,7585011
2014-05-23,200000000,747862775
2014-05-23,45000000,127990741
2014-05-30,180000000,758536735
2014-05-30,40000000,86778557
2014-06-02,44000000,12342632
2014-06-06,178000000,370541256
2014-06-06,12000000,307166834
2014-06-06,4357373,1200000
2014-06-06,1000000,3324070
2014-06-06,250000,18823
2014-06-13,145000000,616102924
2014-06-13,50000000,331333876
2014-06-13,8500000,3180252
2014-06-13,1300000,16653
2014-06-17,9000000,3440939
2014-06-19,100000,20056
2014-06-20,40000000,65282732
2014-06-20,24000000,70027933
2014-06-27,210000000,1104039076
2014-06-27,40000000,88069880
2014-06-27,8000000,68838736
2014-06-27,3000000,82780
2014-07-02,70000000,158702748
2014-07-02,60000000,457729388
2014-07-03,145000000,269806430
2014-07-03,110000000,330780051
2014-07-03,31000000,164350409
2014-07-03,4000000,1158877
2014-07-11,165000000,652127828
2014-07-11,15000000,123327692
2014-07-11,10000000,109144
2014-07-18,50000000,156399644
2014-07-18,40000000,126069509
2014-07-18,9000000,111534881
2014-07-18,6000000,6591365
2014-07-18,1000000,852399
2014-07-25,100000000,243388614
2014-07-25,40000000,457507776
2014-07-25,18000000,17360801
2014-07-25,15000000,36068890
2014-07-25,70000,30312
2014-08-08,125000000,485004754
2014-08-08,50000000,156602194
2014-08-08,22000000,94270488
2014-08-13,17000000,136890774
2014-08-15,100000000,209461378
2014-08-15,25000000,55090374
2014-08-15,3000000,78948
2014-08-15,250000,12848
2014-08-22,65000000,39499349
2014-08-22,15000000,30138912
2014-08-22,11000000,78356170
2014-08-27,15000000,34820335
2014-08-29,5000000,41824066
2014-08-29,750000,59656
2014-09-05,70000000,20107933
2014-09-05,18000000,270944428
2014-09-05,5000000,10537341
2014-09-05,1000000,1156309
2014-09-19,34000000,348319861
2014-09-19,28000000,62108587
2014-09-19,20000000,41296320
2014-09-19,3000000,1821983
2014-09-19,2000000,72277
2014-09-19,800000,35688
2014-09-26,60000000,111946251
2014-09-26,55000000,192903624
2014-09-26,10000000,552641
2014-09-26,5000000,927074
2014-09-26,1600000,242443
2014-10-01,70000000,58953319
2014-10-01,40000000,149804632
2014-10-01,23000000,48531242
2014-10-01,950000,78122
2014-10-09,500000,1822
2014-10-10,70000000,220241723
2014-10-10,50000000,76119388
2014-10-10,28000000,101379287
2014-10-10,15000000,29050
2014-10-10,13000000,54837234
2014-10-10,5000000,17499242
2014-10-10,5000000,6656705
2014-10-10,3300000,33474334
2014-10-10,2000000,6049171
2014-10-12,25000000,38718031
2014-10-17,80000000,210253368
2014-10-17,50000000,97651543
2014-10-17,26000000,41059418
2014-10-17,18000000,103215094
2014-10-17,5000000,567219
2014-10-17,1500000,236863
2014-10-17,1000000,9837
2014-10-24,30000000,76235001
2014-10-24,5000000,103683342
2014-10-24,1000000,549185
2014-10-31,22000000,19563579
2014-10-31,8500000,50334418
2014-10-31,300000,177507
2014-11-04,130000000,493738435
2014-11-04,25000000,29276904
2014-11-04,18000000,23910210
2014-11-04,5000000,44115496
2014-11-04,4000000,373375
2014-11-07,170000000,710644566
2014-11-07,4000000,57273049
2014-11-07,450000,13486
2014-11-14,40000000,156553592
2014-11-14,16000000,3442853
2014-11-14,10000000,3168858
2014-11-14,7000000,14618727
2014-11-21,125000000,766652288
2014-11-21,1100000,2636
2014-11-26,132000000,367650911
2014-11-26,40000000,105945357
2014-11-28,15000000,227773686
2014-11-28,1000000,288757
2014-12-02,120000000,242981799
2014-12-09,36000000,57824533
2014-12-09,13200000,54323210
2014-12-09,12600000,19054534
2014-12-09,5000000,851690
2014-12-09,1000000,5797192
2014-12-09,550000,9111
2014-12-12,140000000,268314513
2014-12-12,20000000,8692898
2014-12-12,12000000,25514848
2014-12-17,250000000,955119788
2014-12-19,127000000,356546621
2014-12-19,65000000,139840525
2014-12-19,14000000,25187026
2014-12-25,65000000,163527824
2014-12-25,58000000,547326372
2014-12-25,50000000,203502372
2014-12-25,10000000,27317872
2014-12-26,10000000,173613
2014-12-31,40000000,196090
2014-12-31,20000000,6071433
2014-12-31,3000000,4668109
2014-12-31,750000,450
2015-01-04,11000000,56758138
2015-01-05,250000000,1404705868
2015-01-07,155000000,440160956
2015-01-07,14500000,123709460
2015-01-09,15000000,3471
2015-01-09,25000,428923
2015-01-12,30000000,25199891
2015-01-16,70000000,19548419
2015-01-16,55000000,259541430
2015-01-16,23000000,80171596
2015-01-16,5000000,41699612
2015-01-20,9000000,2243
2015-01-20,3300000,40262
2015-01-23,60000000,30396134
2015-01-23,6000000,32544
2015-01-23,5500000,24956
2015-01-23,4900000,17561100
2015-01-23,4000000,52819253
2015-01-30,30000000,929157
2015-01-30,12000000,32248241
2015-01-30,9000000,21571189
2015-01-30,7000000,35919
2015-01-30,4000000,4854356
2015-01-30,1300000,288751
2015-02-10,108000000,663851905
2015-02-10,50000000,15505922
2015-02-10,7000000,1732228
2015-02-13,94000000,404561724
2015-02-13,40000000,570998101
2015-02-13,2000000,147299
2015-02-13,1000000,15156
2015-02-20,17000000,45707924
2015-02-20,14000000,12452601
2015-02-20,8500000,43528634
2015-02-24,7500000,13524
2015-02-27,65000000,154362963
2015-02-27,5000000,35341814
2015-02-27,4000000,760678
2015-02-27,180000,17503
2015-03-04,190000000,1516748684
2015-03-06,30000000,46225326
2015-03-13,95000000,534551353
2015-03-13,50000000,66961644
2015-03-13,35000000,11106
2015-03-13,10000000,11894
2015-03-13,2000000,20649774
2015-03-17,26000000,135436
2015-03-20,110000000,295279072
2015-03-20,40000000,13644292
2015-03-20,10000000,7501132
2015-03-20,2300000,14305540
2015-03-24,250000,3234
2015-03-27,130000000,386069390
2015-03-27,40000000,106511453
2015-03-27,10000000,13423176
2015-04-09,65000000,122519874
2015-04-09,22000000,69698495
2015-04-09,3000000,379161
2015-04-11,11000000,62076141
2015-04-12,15000000,61788393
2015-04-14,7700000,1080428
2015-04-17,50000000,3434330
2015-04-17,38000000,107597242
2015-04-17,1000000,62561449
2015-04-17,150000,7193
2015-04-24,30000000,69057415
2015-04-24,25000000,129115
2015-04-24,22500000,30864649
2015-04-24,20000000,17684355
2015-04-24,1900000,478595
2015-05-05,15000000,17224539
2015-05-05,5500000,863895
2015-05-06,65000000,233125712
2015-05-06,30000000,168832
2015-05-06,14500000,565801
2015-05-06,10000000,120678444
2015-05-08,25000000,101937062
2015-05-15,150000000,370742166
2015-05-15,29000000,287130801
2015-05-15,5000000,7556
2015-05-15,1000000,1036
2015-05-22,170000000,207283457
2015-05-22,35000000,95825125
2015-05-22,8000000,53086
2015-05-22,600000,3301
2015-05-29,110000000,469590832
2015-05-29,37000000,24935799
2015-05-29,20000000,774905
2015-06-02,179000000,181982519
2015-06-02,95000000,110623265
2015-06-02,74000000,311594032
2015-06-03,49000000,105002056
2015-06-03,35000000,12819501
2015-06-03,10000000,90384306
2015-06-03,1500000,113169
2015-06-11,300000000,879620923
2015-06-11,99000000,250474038
2015-06-11,20000000,92217729
2015-06-19,175000000,853707581
2015-06-19,7000000,18190831
2015-06-19,4000000,797439
2015-06-19,200000,1165996
2015-06-26,68000000,217022588
2015-06-26,20000000,43658157
2015-06-26,17000000,1973945
2015-06-30,26000000,34246770
2015-07-04,2000000,45431
2015-07-08,120000000,167117548
2015-07-08,18000000,41148679
2015-07-08,5000000,58978653
2015-07-08,2000000,2279959
2015-07-17,130000000,518602163
2015-07-17,35000000,140949327
2015-07-17,75000,8799
2015-07-24,90000000,244126300
2015-07-24,30000000,94207861
2015-07-24,13000000,14999638
2015-07-24,12000000,85512300
2015-07-29,31000000,100655892
2015-07-31,150000000,700868363
2015-07-31,33000000,357687
2015-07-31,1000000,101531
2015-07-31,50000,8374
2015-08-05,35000000,45680201
2015-08-05,11000000,74056184
2015-08-05,9000000,1242
2015-08-05,4500000,597989
2015-08-14,75000000,105445109
2015-08-14,28000000,202043881
2015-08-14,13000000,17856688
2015-08-18,7000000,2053330
2015-08-21,35000000,81967450
2015-08-21,28000000,28208085
2015-08-21,10000000,54104225
2015-08-21,150000,5858
2015-08-26,5000000,42844516
2015-08-28,3000000,73975239
2015-08-28,2000000,10166209
2015-08-28,1200000,3048209
2015-08-28,850000,3256
2015-09-01,48000000,327656424
2015-09-01,20000000,66776908
2015-09-01,7500000,32572
2015-09-10,150000000,123888320
2015-09-10,30000000,35579007
2015-09-10,12000000,6553186
2015-09-18,65000000,221662676
2015-09-18,61000000,310697192
